,overall_qual,year_built,year_remod/add,mas_vnr_area,neighborhood,total_bsmt_sf,totrms_abvgrd,gr_liv_area,full_bath,garage_area,kitchen_qual,saleprice
1598,5,41,41,0.0,3,864.0,8,1479,2,275.0,3,161000
1599,8,4,4,60.0,5,1504.0,7,1504,2,510.0,4,199000
1600,7,8,7,44.0,5,817.0,8,1894,2,510.0,4,214900
1601,8,4,4,0.0,5,1278.0,5,1278,2,584.0,4,198600
1602,8,12,12,650.0,5,1141.0,10,2263,2,420.0,4,258000
1603,7,10,10,23.0,3,1168.0,8,2787,4,820.0,3,269500
1604,7,8,8,0.0,3,707.0,6,1414,2,403.0,4,176000
1605,6,46,19,108.0,3,1302.0,7,1302,2,309.0,4,158000
1606,8,8,8,0.0,3,408.0,7,1419,2,527.0,4,184100
1607,6,39,39,176.0,3,1625.0,6,1220,2,944.0,3,170000
1608,6,24,24,242.0,3,572.0,6,1982,2,501.0,3,208000
1609,6,7,7,170.0,3,848.0,4,848,1,420.0,4,140000
1610,8,3,2,174.0,3,1596.0,5,1648,2,482.0,5,230000
1611,8,21,21,0.0,5,1337.0,5,1337,2,462.0,4,188500
1612,5,70,60,0.0,3,901.0,7,1717,1,410.0,3,194000
1613,5,54,52,0.0,3,1104.0,5,1104,1,384.0,3,133000
1614,5,32,32,76.0,3,907.0,5,907,1,343.0,3,140000
1615,7,10,10,120.0,3,782.0,6,1652,2,532.0,4,207500
1616,6,43,13,256.0,3,932.0,8,2640,2,515.0,4,256900
1617,5,70,60,0.0,1,735.0,5,1034,1,240.0,3,109000
1618,5,31,31,0.0,3,0.0,8,1513,2,400.0,3,113722
1619,8,5,4,76.0,3,1498.0,7,1498,2,844.0,4,237000
1620,5,47,47,0.0,3,1053.0,6,1053,1,692.0,4,142100
1621,6,56,56,28.0,3,1178.0,5,1293,2,452.0,3,149900
1622,9,2,2,450.0,5,2020.0,7,2020,2,896.0,5,404000
1623,7,48,12,0.0,3,1438.0,9,2448,3,441.0,3,277500
1624,6,25,25,336.0,3,741.0,7,1732,2,476.0,4,178000
1625,8,4,4,176.0,5,1324.0,6,1324,2,550.0,4,254000
1626,2,87,40,0.0,1,678.0,5,832,1,780.0,3,12789
1627,7,15,14,38.0,3,1237.0,6,1253,2,402.0,3,176000
1628,9,4,4,370.0,5,1249.0,9,2596,3,840.0,4,342643
1629,5,43,43,75.0,3,876.0,6,902,1,288.0,3,125500
1630,6,21,21,128.0,5,1495.0,8,1495,2,438.0,3,150000
1631,8,3,3,0.0,5,1574.0,6,1584,2,594.0,5,261329
1632,7,6,5,120.0,3,1080.0,6,1080,1,0.0,4,141000
1633,4,57,57,0.0,3,1105.0,6,1647,1,280.0,3,153000
1634,7,4,3,72.0,3,1258.0,6,1258,2,648.0,4,172500
1635,6,95,7,0.0,1,698.0,7,1396,1,384.0,3,153575
1636,5,80,3,0.0,1,837.0,5,1001,1,216.0,4,124900
1637,9,4,3,315.0,5,2121.0,8,2121,2,732.0,5,415298
1638,6,90,60,0.0,1,972.0,6,1480,1,207.0,3,119000
1639,8,4,4,410.0,5,1588.0,7,1588,2,825.0,4,227000
1640,5,51,4,54.0,3,1053.0,5,1053,1,312.0,4,145500
1641,3,89,60,0.0,1,492.0,3,492,1,200.0,3,61500
1642,7,41,41,434.0,3,1851.0,8,1851,2,506.0,3,192100
1643,6,95,45,0.0,1,698.0,7,1403,1,308.0,3,116000
1644,6,52,52,63.0,3,588.0,6,1138,1,264.0,3,145000
1645,9,7,7,724.0,5,2452.0,10,2452,2,886.0,5,445000
1646,5,33,2,0.0,3,1040.0,5,1040,2,484.0,4,150500
1647,6,17,16,0.0,3,763.0,7,1655,2,440.0,3,175900
1648,6,36,36,196.0,3,1116.0,6,1116,2,528.0,3,167900
1649,7,4,4,0.0,3,879.0,9,1863,2,660.0,4,219210
1650,6,18,18,0.0,3,1055.0,8,1845,2,462.0,4,189000
1651,5,53,53,143.0,3,1176.0,6,1176,1,292.0,3,136500
1652,5,44,2,47.0,3,864.0,5,892,1,416.0,4,137900
1653,5,100,4,0.0,1,1022.0,4,1022,1,280.0,3,85000
1654,5,59,59,44.0,3,2136.0,7,2136,2,528.0,3,137900
1655,6,12,12,0.0,3,926.0,7,1604,2,472.0,3,195500
1656,6,95,60,0.0,3,806.0,6,1647,1,216.0,2,128000
1657,5,49,3,0.0,3,864.0,5,864,1,420.0,4,135000
1658,5,35,35,176.0,3,1076.0,5,1076,1,576.0,3,143195
1659,5,80,50,0.0,1,742.0,4,935,1,308.0,3,79500
1660,7,7,6,95.0,3,835.0,8,1663,2,478.0,4,192500
1661,5,60,40,0.0,1,768.0,6,1328,1,308.0,3,129500
1662,6,15,14,0.0,3,806.0,7,1572,2,373.0,3,168000
1663,6,71,60,0.0,1,739.0,7,1342,2,240.0,3,105000
1664,6,39,39,0.0,3,981.0,5,981,1,576.0,3,143250
1665,5,15,4,0.0,3,1099.0,6,1099,1,352.0,4,144000
1666,7,16,8,0.0,3,948.0,8,2110,2,463.0,4,205000
1667,6,36,36,0.0,3,970.0,5,1026,1,528.0,3,143000
1668,9,9,9,0.0,5,1419.0,5,1419,1,588.0,5,290000
1669,9,1,0,760.0,5,2330.0,11,2364,2,820.0,5,611657
1670,5,14,14,0.0,3,1040.0,6,1040,1,576.0,4,152000
1671,8,18,18,0.0,5,1280.0,5,1280,2,506.0,4,191500
1672,8,6,5,344.0,5,1143.0,9,2473,2,852.0,4,317000
1673,7,70,12,0.0,3,680.0,6,1302,1,224.0,4,165250
1674,5,44,44,0.0,1,1092.0,6,1092,1,264.0,3,123000
1675,6,54,54,0.0,3,988.0,4,1188,1,621.0,3,185000
1676,7,48,48,0.0,3,1045.0,6,1045,1,528.0,3,120000
1677,6,44,44,0.0,3,1093.0,6,1093,2,484.0,3,158500
1678,6,6,6,0.0,3,798.0,6,1640,2,520.0,4,173000
1679,4,48,48,0.0,3,0.0,6,1224,2,462.0,3,101800
1680,7,74,3,0.0,3,560.0,6,1135,1,576.0,4,155000
1681,5,85,60,0.0,1,1054.0,6,1078,1,264.0,5,125000
1682,4,54,54,1.0,1,0.0,5,968,1,331.0,3,104500
1683,9,6,5,216.0,5,1462.0,10,2224,2,738.0,5,350000
1684,3,60,60,0.0,3,0.0,6,1040,2,400.0,3,93500
1685,7,11,11,158.0,3,873.0,7,1790,2,588.0,4,193000
1686,6,88,16,0.0,3,588.0,11,2555,2,672.0,3,191000
1687,6,80,5,0.0,1,813.0,5,813,1,270.0,4,110000
1688,8,9,9,108.0,3,1299.0,7,1872,2,531.0,5,261500
1689,5,54,54,0.0,3,1050.0,5,1050,1,338.0,3,128900
1690,9,17,16,738.0,5,1733.0,11,3500,3,959.0,5,584500
1691,4,56,56,132.0,1,864.0,5,948,1,248.0,3,111000
1692,5,84,60,0.0,1,750.0,7,1316,1,576.0,3,90000
1693,6,45,31,113.0,3,1021.0,7,2380,2,596.0,3,129000
1694,6,56,4,72.0,3,1296.0,7,1640,1,924.0,4,224000
1695,6,5,5,0.0,5,600.0,5,1200,2,480.0,4,165000
1696,6,90,17,0.0,1,662.0,6,1324,1,180.0,3,122000
1697,9,2,1,860.0,5,1926.0,11,3140,3,820.0,5,485000
1698,6,48,48,0.0,1,1595.0,8,2486,2,576.0,3,220000
1699,6,13,13,128.0,3,864.0,6,1771,2,600.0,4,215700
1700,8,6,5,42.0,5,1836.0,7,1836,2,862.0,4,280000
1701,8,7,6,504.0,5,1603.0,7,1575,2,732.0,4,284000
1702,4,40,40,0.0,1,630.0,3,630,1,0.0,3,84500
1703,6,47,26,218.0,3,1395.0,7,1395,1,440.0,3,192000
1704,7,80,60,0.0,1,502.0,5,1004,1,200.0,4,105000
1705,7,6,5,0.0,3,1860.0,8,1836,2,484.0,4,216837
1706,5,50,50,203.0,3,1296.0,6,1496,2,450.0,4,141500
1707,5,43,7,0.0,3,894.0,5,894,1,450.0,4,130000
1708,5,32,32,136.0,3,1040.0,5,1040,2,0.0,3,124000
1709,5,87,11,0.0,1,859.0,6,1828,2,0.0,4,150909
1710,5,58,7,0.0,3,1008.0,4,1008,1,280.0,3,139500
1711,4,55,55,0.0,1,864.0,5,864,1,528.0,3,79275
1712,8,4,4,32.0,5,1476.0,6,1484,2,472.0,5,265900
1713,6,80,60,0.0,3,768.0,4,790,1,160.0,3,91000
1714,5,33,33,157.0,3,1122.0,6,1934,2,567.0,3,185000
1715,5,51,51,0.0,3,1150.0,6,1150,1,300.0,3,141000
1716,8,3,2,0.0,5,1582.0,7,2152,2,728.0,4,260116
1717,4,69,60,0.0,1,672.0,4,672,1,234.0,3,113000
1718,8,15,15,302.0,3,1401.0,6,1511,2,811.0,4,225000
1719,5,65,60,0.0,3,793.0,4,793,1,240.0,2,113000
1720,6,35,35,0.0,1,1008.0,5,1096,1,352.0,3,125200
1721,8,3,3,120.0,5,918.0,8,2100,2,786.0,5,319500
1722,5,65,60,0.0,3,913.0,6,1558,1,288.0,3,140000
1723,6,52,52,0.0,5,1632.0,6,1650,1,518.0,3,250764
1724,8,3,3,108.0,5,948.0,10,2088,2,656.0,4,250000
1725,6,5,4,0.0,3,768.0,6,1536,2,400.0,4,176000
1726,6,53,41,289.0,3,1331.0,8,1721,1,464.0,3,174850
1727,6,32,32,0.0,3,804.0,7,1548,2,440.0,3,147000
1728,6,31,31,0.0,3,918.0,5,918,2,264.0,3,99500
1729,9,1,1,0.0,5,1365.0,8,2690,2,864.0,5,398800
1730,6,11,10,0.0,3,953.0,7,1647,2,460.0,3,175000
1731,5,56,56,0.0,3,825.0,4,825,1,350.0,3,109500
1732,6,40,40,0.0,3,1657.0,7,1657,2,484.0,3,163500
1733,4,69,60,0.0,1,788.0,4,788,1,0.0,3,100000
1734,8,18,17,692.0,5,1334.0,9,2826,2,888.0,4,334000
1735,5,42,42,0.0,3,864.0,4,864,1,280.0,3,137250
1736,7,5,4,456.0,3,1392.0,9,2462,2,576.0,4,320000
1737,5,51,4,0.0,3,1063.0,7,1287,1,576.0,4,162000
1738,7,1,1,432.0,5,1470.0,7,1478,2,484.0,4,222000
1739,7,7,7,0.0,3,698.0,7,1342,2,393.0,4,178000
1740,5,70,18,294.0,1,788.0,4,804,1,240.0,4,119000
1741,5,48,48,288.0,3,864.0,8,1812,2,264.0,3,169500
1742,7,10,10,0.0,3,952.0,8,2256,2,554.0,4,236000
1743,8,3,2,186.0,3,1596.0,5,1648,2,525.0,5,294464
1744,6,41,41,0.0,3,952.0,9,2112,2,576.0,3,206900
1745,7,6,6,0.0,3,956.0,8,2084,2,618.0,4,233000
1746,6,86,60,0.0,1,1032.0,5,1032,1,280.0,3,108000
1747,6,15,14,119.0,3,680.0,7,1470,2,420.0,3,165000
1748,5,33,33,0.0,3,1040.0,5,1040,1,748.0,3,134900
1749,5,71,60,0.0,1,884.0,5,884,1,240.0,3,113000
1750,5,14,14,0.0,3,1097.0,6,1097,1,242.0,3,147900
1751,5,88,60,0.0,1,864.0,4,864,1,0.0,3,99900
1752,6,35,35,0.0,3,855.0,7,1456,2,460.0,3,143000
1753,6,76,60,0.0,1,816.0,6,1176,1,528.0,3,114500
1754,5,43,43,0.0,3,912.0,6,941,1,288.0,3,129200
1755,8,2,2,186.0,3,1600.0,5,1652,2,482.0,4,392500
1756,7,69,4,0.0,3,1152.0,9,2340,2,252.0,4,266500
1757,7,12,12,0.0,3,384.0,7,1382,2,396.0,3,177500
1758,5,42,42,182.0,3,1008.0,6,1008,1,384.0,4,139500
1759,6,3,3,0.0,3,608.0,6,1396,2,440.0,4,170000
1760,6,46,13,306.0,3,845.0,8,2154,2,539.0,3,224500
1761,8,7,6,186.0,5,1082.0,10,2400,3,730.0,4,290000
1762,7,79,60,600.0,1,1040.0,7,1818,1,240.0,3,169500
1763,7,6,5,108.0,3,1710.0,7,1710,2,550.0,4,240000
1764,5,55,55,176.0,3,1078.0,6,1150,1,288.0,3,144000
1765,6,46,32,272.0,3,816.0,9,1977,1,540.0,3,165000
1766,6,20,19,0.0,3,1332.0,5,1332,2,542.0,4,145000
1767,5,46,46,0.0,1,1250.0,5,1298,2,504.0,3,114000
1768,8,4,4,375.0,5,1935.0,9,1973,2,895.0,4,395000
1769,6,37,37,514.0,1,525.0,6,1092,1,440.0,3,105500
1770,8,12,11,0.0,3,1049.0,8,1916,2,741.0,4,254900
1771,5,60,60,0.0,3,864.0,6,1238,1,357.0,3,102000
1772,7,9,9,0.0,3,944.0,6,1840,2,622.0,4,230000
1773,5,90,6,0.0,1,939.0,8,1513,1,180.0,3,137500
1774,5,82,27,0.0,1,1008.0,5,1143,1,288.0,3,138000
1775,6,27,27,100.0,3,520.0,5,1338,1,576.0,4,156500
1776,4,40,40,0.0,3,864.0,5,864,1,463.0,3,124500
1777,7,33,33,0.0,3,808.0,8,1969,2,534.0,3,190000
1778,7,3,3,16.0,3,1266.0,6,1266,2,388.0,4,159895
1779,5,89,12,0.0,3,612.0,8,2601,3,621.0,3,189000
1780,5,46,46,0.0,3,912.0,6,912,1,0.0,3,124000
1781,5,53,14,180.0,3,1392.0,5,1392,1,528.0,3,121500
1782,5,53,53,0.0,3,1824.0,9,1824,2,484.0,3,146000
1783,7,10,9,0.0,3,928.0,6,1823,2,626.0,4,235000
1784,8,6,5,186.0,3,1594.0,5,1646,2,525.0,4,300000
1785,4,40,40,0.0,1,546.0,5,1092,1,0.0,3,90500
1786,5,45,45,108.0,3,1728.0,10,1728,2,576.0,3,142600
1787,7,8,8,110.0,3,1573.0,6,1573,2,544.0,4,227000
1788,7,70,60,0.0,3,920.0,13,2480,2,400.0,3,205000
1789,8,11,10,158.0,3,1341.0,5,1341,1,482.0,4,246900
1790,4,115,60,0.0,1,173.0,6,1361,1,185.0,3,89000
1791,4,62,60,0.0,1,744.0,5,1120,1,480.0,2,64000
1792,8,32,32,0.0,3,1226.0,4,1226,1,484.0,4,170000
1793,9,2,1,424.0,5,1734.0,12,2822,3,1020.0,5,582933
1794,6,85,30,0.0,1,1103.0,5,1103,1,440.0,4,110500
1795,6,50,50,198.0,1,1179.0,5,1179,1,622.0,3,110000
1796,5,63,2,0.0,1,698.0,4,698,1,0.0,3,118000
1797,7,7,6,292.0,5,998.0,8,2046,2,871.0,4,284000
1798,6,48,48,318.0,3,858.0,8,1716,1,490.0,3,171000
1799,7,6,6,0.0,3,835.0,8,1812,2,478.0,4,193000
1800,5,34,7,0.0,3,1090.0,6,1178,1,502.0,3,135000
1801,7,91,60,0.0,3,818.0,7,1636,1,288.0,4,167000
1802,4,60,60,0.0,1,576.0,5,864,1,528.0,3,105000
1803,7,11,11,183.0,3,1588.0,6,1588,2,472.0,4,214000
1804,8,6,6,112.0,5,1420.0,9,1914,2,746.0,4,279000
1805,6,35,10,248.0,3,675.0,8,1875,3,485.0,4,184500
1806,3,62,8,0.0,1,649.0,6,1183,1,308.0,3,120000
1807,6,18,18,0.0,3,816.0,6,1730,2,528.0,4,171500
1808,7,4,3,0.0,5,625.0,5,1250,2,528.0,4,164700
1809,6,21,21,232.0,3,868.0,9,2559,2,506.0,5,209000
1810,7,6,6,18.0,3,1365.0,7,1548,2,388.0,4,225000
1811,5,100,14,0.0,1,658.0,8,1184,1,0.0,3,81000
1812,8,4,4,0.0,5,1670.0,6,1670,2,928.0,4,336820
1813,7,22,21,128.0,3,1157.0,7,2062,2,454.0,3,277000
1814,5,50,50,0.0,3,894.0,5,894,1,312.0,3,117600
1815,6,60,5,0.0,3,856.0,6,1668,1,271.0,3,140000
1816,9,2,2,402.0,3,1751.0,8,1766,2,874.0,5,395039
1817,6,3,3,0.0,3,768.0,7,1496,3,572.0,4,181755
1818,7,5,4,118.0,3,1400.0,6,1400,2,612.0,4,186800
1819,5,45,45,0.0,3,744.0,7,2140,2,549.0,3,177500
1820,4,83,3,0.0,1,656.0,5,968,2,216.0,3,64500
1821,7,6,5,0.0,5,1488.0,6,1488,2,506.0,4,260000
1822,7,3,3,16.0,3,1266.0,6,1266,2,388.0,4,185485
1823,5,79,17,0.0,1,715.0,5,875,1,180.0,3,105000
1824,6,34,16,360.0,5,528.0,7,1855,2,512.0,3,187000
1825,7,26,12,0.0,3,1208.0,8,1621,2,440.0,4,202500
1826,7,5,4,210.0,5,1614.0,7,1614,2,878.0,4,245700
1827,6,30,30,0.0,3,630.0,5,1266,1,283.0,3,128000
1828,8,5,5,178.0,5,1030.0,8,2098,2,878.0,5,275500
1829,7,11,11,344.0,3,978.0,9,1983,2,490.0,4,225000
1830,5,51,51,0.0,3,528.0,6,1183,1,288.0,3,138000
1831,6,39,39,381.0,1,525.0,6,1092,1,264.0,3,88000
1832,9,4,4,772.0,5,2153.0,9,2643,2,694.0,5,380000
1833,8,3,3,292.0,5,1660.0,7,1660,2,660.0,4,256000
1834,5,59,10,0.0,3,900.0,5,900,1,576.0,4,134800
1835,6,30,30,0.0,3,561.0,5,1229,1,462.0,3,121000
1836,7,3,3,0.0,5,874.0,7,1761,3,578.0,4,227875
1837,8,2,2,72.0,3,1694.0,7,1694,2,776.0,4,245350
1838,5,90,60,0.0,1,624.0,8,1248,2,0.0,3,93500
1839,5,90,60,0.0,1,458.0,5,835,1,366.0,3,83000
1840,6,18,18,0.0,5,1580.0,9,1953,2,501.0,4,240000
1841,5,109,60,0.0,1,592.0,7,1173,2,240.0,3,113000
1842,6,52,12,176.0,3,1215.0,6,1215,1,297.0,3,155000
1843,6,49,14,0.0,3,912.0,5,912,1,288.0,4,142000
1844,6,84,6,0.0,1,884.0,4,904,1,180.0,3,119000
1845,6,70,25,0.0,3,983.0,7,1750,2,423.0,3,160000
1846,6,6,6,0.0,3,839.0,8,1593,2,398.0,3,193000
1847,8,18,17,309.0,5,1105.0,9,2202,2,517.0,4,263000
1848,7,5,5,0.0,3,1310.0,6,1310,2,400.0,4,164990
1849,4,56,56,0.0,1,948.0,5,948,1,280.0,3,119000
1850,8,4,3,238.0,5,1372.0,6,1448,2,692.0,4,238500
1851,7,35,35,0.0,5,1533.0,5,1533,2,576.0,4,280000
1852,8,4,3,36.0,5,1511.0,5,1565,2,476.0,4,193800
1853,5,34,34,0.0,1,1040.0,6,1060,1,572.0,3,129900
1854,5,16,15,0.0,3,990.0,5,990,1,672.0,3,145000
1855,8,9,8,178.0,3,1753.0,7,1787,2,748.0,4,275000
1856,3,60,60,0.0,3,0.0,6,1040,2,400.0,3,81400
1857,5,56,56,0.0,1,1089.0,5,1089,1,252.0,3,125000
1858,4,90,60,0.0,1,861.0,5,861,1,288.0,3,80000
1859,5,86,11,203.0,3,1107.0,5,1296,2,260.0,2,104000
1860,7,14,14,338.0,5,1720.0,7,1720,2,527.0,4,260400
1861,7,29,7,306.0,3,725.0,6,1479,2,484.0,4,176000
1862,5,44,44,442.0,3,1040.0,6,1040,1,264.0,3,123000
1863,9,10,10,295.0,5,1519.0,8,2172,2,687.0,5,291000
1864,6,62,8,0.0,3,972.0,5,972,1,240.0,3,132000
1865,6,5,5,0.0,3,728.0,8,1456,2,400.0,4,176000
1866,5,54,54,70.0,3,1048.0,7,1728,2,576.0,3,177625
1867,5,86,60,0.0,1,784.0,7,1221,1,392.0,3,104900
1868,7,11,11,0.0,3,842.0,7,1749,2,515.0,4,196000
1869,9,5,5,394.0,5,1577.0,6,1577,2,564.0,5,280000
1870,7,15,14,22.0,3,384.0,7,1474,2,400.0,3,168500
1871,6,15,15,0.0,3,781.0,7,1671,2,423.0,3,170000
1872,3,57,57,0.0,3,0.0,9,2034,1,1041.0,3,130000
1873,7,71,60,0.0,1,989.0,7,2009,2,400.0,3,150000
1874,5,14,14,0.0,3,1100.0,5,1100,1,462.0,3,145000
1875,5,34,34,0.0,3,1728.0,8,1728,2,560.0,3,188000
1876,6,13,13,0.0,3,916.0,7,1600,2,460.0,3,169000
1877,5,4,3,0.0,1,1125.0,5,1125,1,430.0,3,155000
1878,7,6,6,0.0,5,1391.0,5,1391,2,530.0,4,196000
1879,7,8,8,0.0,3,854.0,8,1995,2,435.0,4,219500
1880,6,5,4,0.0,3,728.0,8,1456,2,390.0,4,170440
1881,6,33,33,140.0,1,690.0,6,1426,1,440.0,3,159500
1882,7,40,40,288.0,3,1304.0,7,1682,2,530.0,3,174000
1883,7,40,40,0.0,3,1277.0,5,1277,1,526.0,3,167000
1884,6,34,34,0.0,3,855.0,7,1456,2,440.0,3,148500
1885,5,31,31,0.0,3,0.0,8,2228,2,720.0,3,147983
1886,6,30,30,0.0,3,626.0,6,1217,1,288.0,3,120000
1887,5,5,4,0.0,1,1090.0,5,1090,1,450.0,3,157000
1888,5,62,60,0.0,1,810.0,7,1456,1,280.0,3,91500
1889,5,100,60,0.0,1,796.0,4,796,1,0.0,3,85000
1890,5,45,45,0.0,1,1214.0,6,1214,1,461.0,3,140000
1891,5,44,44,0.0,3,955.0,6,955,1,386.0,3,127000
1892,6,7,7,0.0,5,864.0,7,1728,2,673.0,4,207500
1893,6,75,20,0.0,1,1836.0,7,3672,3,836.0,4,415000
1894,6,50,50,132.0,3,1561.0,6,1561,2,463.0,3,193000
1895,6,16,15,0.0,3,702.0,6,1481,2,343.0,3,174000
1896,7,62,11,0.0,3,699.0,6,1527,1,410.0,3,152500
1897,7,7,7,0.0,3,798.0,6,1640,2,595.0,4,183000
1898,5,59,16,0.0,1,1080.0,7,1480,1,253.0,3,136500
1899,7,9,9,172.0,3,963.0,7,1792,2,564.0,4,231500
1900,5,58,58,0.0,1,980.0,6,1148,1,308.0,3,123500
1901,5,55,55,0.0,1,816.0,8,1393,1,300.0,3,135500
1902,6,34,34,0.0,1,960.0,7,1044,1,528.0,3,133500
1903,5,47,47,0.0,3,1144.0,6,1144,1,336.0,3,124000
1904,8,12,12,530.0,5,1086.0,7,1924,2,592.0,4,280000
1905,9,11,11,165.0,5,1393.0,10,2599,2,779.0,4,333168
1906,8,7,7,188.0,3,1008.0,9,2283,2,632.0,4,270000
1907,6,60,60,0.0,3,795.0,5,1133,1,900.0,3,128500
1908,6,20,19,0.0,3,1398.0,5,1398,2,542.0,4,172000
1909,5,39,38,153.0,3,782.0,4,810,1,576.0,3,130000
1910,6,5,5,135.0,5,1306.0,5,1306,2,624.0,4,196000
1911,5,69,60,0.0,1,720.0,5,803,1,360.0,3,87000
1912,5,60,60,0.0,1,910.0,6,1435,1,308.0,3,128250
1913,6,32,22,119.0,3,1542.0,7,2073,2,500.0,3,210000
1914,6,78,60,480.0,3,854.0,7,1991,1,432.0,3,220000
1915,4,60,15,0.0,3,1067.0,4,1067,2,436.0,4,128000
1916,5,110,4,0.0,1,680.0,6,1174,1,576.0,4,135000
1917,4,19,19,0.0,3,1680.0,6,1689,2,432.0,3,228500
1918,6,71,60,0.0,1,608.0,5,1132,1,240.0,3,134000
1919,6,54,54,244.0,3,1008.0,5,1024,1,313.0,4,157500
1920,8,17,16,372.0,5,1173.0,8,2232,2,623.0,4,263550
1921,6,29,29,310.0,3,1440.0,7,1440,2,467.0,4,182900
1922,6,22,3,260.0,3,880.0,5,1680,2,540.0,4,222000
1923,5,3,2,0.0,3,1092.0,5,1092,1,0.0,3,146000
1924,5,62,37,0.0,1,1559.0,5,1559,1,812.0,3,153500
1925,9,6,5,66.0,5,1980.0,8,1980,2,770.0,5,315000
1926,8,12,12,473.0,5,1470.0,8,2630,2,696.0,4,315000
1927,8,3,3,156.0,5,1341.0,7,1861,3,851.0,4,257000
1928,4,46,46,98.0,3,1200.0,6,1200,1,850.0,3,173000
1929,5,62,60,0.0,3,0.0,7,2320,2,672.0,3,169000
1930,8,7,6,470.0,5,2200.0,8,2200,2,685.0,5,382500
1931,8,8,8,281.0,3,1777.0,7,1795,2,534.0,4,230000
1932,5,56,20,650.0,3,1297.0,5,1297,1,498.0,3,153000
1933,5,57,57,0.0,3,608.0,5,1319,1,270.0,3,123000
1934,7,12,12,0.0,3,1463.0,5,1463,2,539.0,3,207000
1935,7,130,8,0.0,1,1470.0,10,3493,3,870.0,4,295000
1936,5,7,6,126.0,3,1094.0,6,1094,1,576.0,4,149000
1937,6,8,8,0.0,3,860.0,8,1960,2,440.0,4,216500
1938,5,52,10,0.0,1,808.0,5,808,1,308.0,3,112000
1939,5,43,43,323.0,3,943.0,5,943,1,528.0,3,134500
1940,7,3,2,20.0,3,1146.0,5,1246,2,428.0,4,187687
1941,4,90,60,0.0,1,698.0,6,1128,1,528.0,3,68400
1942,6,52,3,0.0,3,951.0,6,951,1,480.0,4,143500
1943,7,21,21,145.0,3,1518.0,5,1644,2,569.0,4,275000
1944,7,22,21,70.0,3,1907.0,9,1959,3,766.0,3,171000
1945,6,10,10,40.0,3,992.0,7,2054,2,390.0,4,244000
1946,5,39,6,0.0,3,864.0,5,874,1,352.0,3,130000
1947,8,4,4,298.0,5,1685.0,5,1685,2,658.0,4,253000
1948,4,69,60,0.0,1,693.0,4,693,1,0.0,2,52500
1949,8,21,21,0.0,3,982.0,4,1034,1,598.0,4,185000
1950,6,5,4,0.0,3,745.0,7,1490,2,392.0,4,167800
1951,8,6,5,262.0,5,1713.0,7,1713,2,856.0,5,274900
1952,7,30,30,225.0,3,1372.0,6,1472,2,588.0,3,187500
1953,7,5,5,0.0,5,1113.0,8,1971,2,689.0,4,253000
1954,4,37,4,0.0,1,526.0,5,988,1,297.0,3,105000
1955,6,49,49,90.0,3,1208.0,7,1576,1,368.0,4,174500
1956,7,14,13,0.0,3,1065.0,9,2049,2,467.0,4,210900
1957,4,63,31,0.0,1,756.0,8,1531,1,209.0,3,127000
1958,7,6,6,146.0,5,1358.0,6,1358,2,484.0,4,207000
1959,7,32,32,256.0,3,832.0,8,2050,2,529.0,4,154000
1960,9,4,3,710.0,5,2660.0,8,2338,2,1110.0,4,591587
1961,5,85,35,0.0,1,2171.0,10,2640,2,1008.0,3,180000
1962,5,43,43,0.0,3,1584.0,8,1584,2,792.0,3,124000
1963,6,30,4,0.0,5,712.0,7,2237,2,440.0,4,204000
1964,7,82,60,0.0,3,861.0,6,1477,2,216.0,3,145000
1965,5,43,43,268.0,3,1510.0,6,1510,2,517.0,4,178900
1966,8,13,12,423.0,5,1396.0,7,2392,2,870.0,4,348000
1967,6,95,6,0.0,1,810.0,8,1716,2,672.0,4,162500
1968,5,39,20,0.0,3,768.0,6,868,1,576.0,3,119900
1969,7,12,12,0.0,3,935.0,8,1632,2,462.0,3,176500
1970,5,71,60,0.0,1,991.0,5,1077,1,205.0,3,118000
1971,5,57,57,0.0,3,773.0,4,773,1,240.0,3,110000
1972,7,12,12,30.0,5,1195.0,7,1839,2,486.0,3,221000
1973,8,12,12,731.0,5,1284.0,7,2450,2,1069.0,4,340000
1974,7,100,17,0.0,1,728.0,8,2019,1,532.0,4,167500
1975,8,4,4,208.0,5,1623.0,8,1636,2,865.0,4,255000
1976,7,6,5,0.0,3,384.0,6,1374,2,400.0,4,170000
1977,5,5,5,80.0,1,547.0,5,1072,1,525.0,3,145000
1978,4,38,38,0.0,1,630.0,3,630,1,0.0,3,81000
1979,6,52,8,0.0,3,1184.0,6,1414,1,601.0,3,176500
1980,8,6,5,186.0,5,1686.0,7,1694,2,636.0,4,307000
1981,7,9,9,0.0,3,845.0,7,1690,2,517.0,4,190550
1982,7,30,30,278.0,3,845.0,10,2353,2,484.0,5,260000
1983,7,34,34,0.0,3,1055.0,4,1055,2,319.0,3,137500
1984,6,37,4,0.0,3,1044.0,5,1055,1,542.0,4,147000
1985,5,49,27,0.0,3,864.0,6,1144,1,264.0,3,131400
1986,8,6,6,126.0,5,1148.0,9,2332,2,756.0,5,316000
1987,6,39,39,0.0,3,912.0,8,1824,2,0.0,3,139000
1988,5,4,3,0.0,5,352.0,6,1442,2,400.0,3,172500
1989,5,96,60,0.0,3,747.0,9,1784,1,180.0,3,138887
1990,6,75,24,0.0,1,1127.0,7,2108,2,540.0,4,235000
